Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
LAKE,ASSAM,20,25,4,6.2,7,7.7,126,164,2.1,2.8,0.6,1,300,610,610,1600,2021
LAKE,ASSAM,22,25,4,7.8,7.2,8.0,136,161,2.3,2.8,0.8,1.1,300,720,910,2000,2021
LAKE,ASSAM,20,30,5.8,10.2,7,7.6,120,152,2.2,2.8,0.6,1.2,300,930,910,2000,2021
LAKE,ASSAM,19,34,4,7.1,7,7.5,118,143,2,2.9,0.6,1.1,300,730,720,2000,2021
LAKE,ASSAM,20,33,0.3,1.4,7.1,7.6,511,532,14,19,1.2,2.6,1400,2300,2700,4300,2021
LAKE,ASSAM,21,25,4,4.3,6.8,7.5,123,158,2.2,2.8,0.6,1.2,300,910,730,2100,2021
LAKE,ASSAM,21,32,0.3,6.7,7,8.0,462,486,24.6,29.4,2,2.8,2600,3600,4200,5300,2021
POND,ASSAM,18,24,4.2,4.8,7.2,7.5,101,130,2.1,2.6,0.6,1.2,300,910,1100,2000,2021
POND,ASSAM,20,27,4.5,10,7,7.6,210,242,2,2.6,1,1.3,300,2300,730,4300,2021
POND,ASSAM,21,25,4,7,7.2,7.8,200,297,2,2.8,0.6,1.1,300,730,610,1500,2021
POND,ASSAM,18,33,5.8,7.4,6.8,8.0,68,111,2,2.6,0.6,1.1,300,360,360,1100,2021
POND,ASSAM,19,34,5.6,7.6,6.9,7.7,56,96,2,2.5,0.7,1.1,300,360,300,910,2021
POND,ASSAM,20,30,4,6.2,7.2,7.6,63,88,2,2.8,0.8,1.1,300,730,730,1500,2021
POND,ASSAM,22,32,4.6,10.3,7.2,7.7,83,108,2.1,2.6,0.7,1.1,300,730,720,1500,2021
POND,ASSAM,20,35,4.2,11.2,7.1,7.7,218,321,2.3,3,1,1.8,360,730,910,2000,2021
POND,ASSAM,19,29,4,6.8,7,7.6,206,882,2.2,2.8,0.8,1.3,300,910,730,2100,2021
POND,ASSAM,20,30,6.8,9.2,7.3,7.8,63,103,2.1,2.5,0.7,1.1,300,720,720,1500,2021
POND,ASSAM,21,27,4.5,10.2,7,7.8,70,89,1.8,2.8,0.6,1.1,300,730,610,1500,2021
POND,ASSAM,20,36,4.8,7,6.4,7.6,65,83,1.3,2.7,0.7,1.4,2,730,360,1500,2021
POND,ASSAM,20,32,6.8,7.6,7.4,7.8,101,119,2.3,2.6,0.6,1.2,300,360,620,1500,2021
POND,ASSAM,18,32,5.6,7.2,6.7,7.4,64,77,1.8,2.7,0.8,1.1,300,360,360,910,2021
POND,ASSAM,22,31,7,8,7.2,8.0,89,210,2.2,2.8,0.8,1.1,300,720,730,1400,2021
POND,ASSAM,20,35,4.5,11,7,8.0,382,404,2.1,2.9,0.8,1.2,360,910,910,2000,2021
POND,ASSAM,22,36,4,5.1,7.2,8.0,68,95,1.9,2.6,0.7,1.1,300,910,910,2100,2021
POND,ASSAM,18,35,5,7.6,6,7.9,64,88,1.8,2.6,0.7,1.1,300,360,360,910,2021
POND,ASSAM,23,33,7,7.8,7.2,7.8,264,304,2.2,2.7,0.8,1.3,300,730,720,1500,2021
POND,ASSAM,22,25,4,5.4,6.8,7.7,122,179,2.2,2.6,0.7,1,300,940,910,1600,2021
POND,ASSAM,24,38,4.1,5.7,7,7.7,60,80,1.9,2.6,0.7,1.2,300,910,730,2000,2021
POND,ASSAM,24,36,4.3,5.6,7.3,7.9,96,126,2.1,2.6,0.7,1.2,300,910,910,2000,2021
POND,ASSAM,21,33,5.6,7.8,6.8,7.8,73,109,2.1,2.6,0.6,1.2,300,360,360,910,2021
POND,ASSAM,21,32,4,7,7,7.6,75,105,2,2.7,0.7,1.1,300,730,720,1500,2021
POND,ASSAM,20,36,4,7.5,6.6,7.6,66,90,1.8,2.8,0.7,1.1,300,730,360,1500,2021
POND,ASSAM,19,30,4,8.5,7.3,7.8,218,247,2,2.7,0.6,1.1,300,730,720,2100,2021
POND,ASSAM,19,36,5.5,7.8,6.8,7.7,71,89,2,2.8,0.7,1.1,300,360,360,910,2021
TANK,ASSAM,20,36,5.5,6.5,6.3,7.6,62,88,1.4,2.6,0.7,1.1,2,300,360,730,2021
LAKE,BIHAR,12,31,1.7,9.2,6.8,7.5,136,360,2.4,4.2,0.15,6.2,780,92000,2300,160000,2021
LAKE,BIHAR,20,29,2.6,22,7.2,8.3,390,1080,1,16,0.06,2.57,680,160000,1100,160000,2021
LAKE,BIHAR,12,32,2.2,18.5,7.6,9.0,444,948,3.7,10,0.3,0.5,1700,160000,3300,160000,2021
POND,BIHAR,18,31,3.3,16,7.1,8.2,427,817,2.3,6.9,0.13,1.65,2200,160000,2600,160000,2021
POND,BIHAR,18,31,5.4,19.6,7.4,8.8,557,1140,2.1,8,0.3,1.17,920,160000,1700,160000,2021
LAKE,CHANDIGARH,17,33,7.5,10.3,6.9,8.7,208,295,2.4,3.6,0.5,15,5,27000,33,10900000,2021
LAKE,DELHI,32,32,0.3,1.7,7.6,8.1,6560,6560,40,55,1.14,2.1,49000,3300000,14000000,14000000,2021
LAKE,DELHI,34,34,0.3,11,8.7,9.1,940,940,64,163,2.38,2.6,49,980000,79,79,2021
LAKE,DELHI,33,33,0.3,9,8.1,8.3,1194,1194,26,57,1.01,2.04,49,40000,130,130,2021
LAKE,GOA,27,32,4.8,7.9,5.7,7.4,40,140,1,1.6,0.32,0.54,2,240,2,540,2021
LAKE,GOA,27,30,4.3,8.8,6.3,8.3,99,603,1,2.8,0.32,0.39,78,1300,110,3300,2021
LAKE,GOA,27,31,1.6,6.7,6,7.7,78,195,1,2.9,0.32,1.22,130,2300,170,4900,2021
LAKE,GOA,27,33,5.9,8.4,6.2,7.4,55,167,1,1.9,0.32,0.44,49,3300,140,5400,2021
LAKE,GOA,28,32,5.9,8.2,6.2,7.3,39,96,1,1.8,0.32,0.32,170,2200,330,2700,2021
LAKE,GOA,27,31,2.8,7.7,6.4,7.7,90,177,1.2,3.4,0.32,1.12,45,2700,68,3900,2021
LAKE,GOA,27,32,1.2,6,6.1,7.8,95,141,1,3.8,0.32,0.52,130,2300,230,4900,2021
LAKE,GOA,28,30,1.2,4.9,6.5,7.8,196,463,2.5,8,0.32,1.18,230,4900,940,7900,2021
LAKE,GOA,27.5,33,6.1,8.1,6.7,8.5,38,139,1,1.8,0.32,0.9,2,49,4,79,2021
LAKE,GUJARAT,27,30,5.1,8.5,7.6,8.5,365,502,1,1,0.32,0.39,2,11,17,70,2021
LAKE,GUJARAT,26,31,6.5,8.5,7.6,8.3,306,508,1,1,0.3,0.5,2,27,20,70,2021
LAKE,GUJARAT,27,29,3.5,7.2,7.3,8.0,205,2415,1,10.5,0.3,1.3,12,120,46,350,2021
LAKE,GUJARAT,25,30,4.1,6.9,7.3,8.4,449,669,2.4,19,0.3,1.68,26,920,130,1600,2021
LAKE,GUJARAT,27,35,4.7,6.7,7.7,8.5,892,1621,1.5,3.2,0.24,0.72,70,350,280,540,2021
LAKE,GUJARAT,26,33,3.4,6.8,7.4,8.5,335,646,1.3,3.2,0.32,1.6,23,140,130,350,2021
LAKE,GUJARAT,23,30,5.2,6.4,7.2,8.4,363,690,2.2,2.8,0.33,0.46,5,7,22,28,2021
LAKE,GUJARAT,25,30,4.8,8.4,8.5,9.1,2571,3999,7,22,0.32,1.63,33,920,280,1600,2021
LAKE,GUJARAT,26,30,5.9,6.9,7.3,8.4,452,3120,1.6,2.5,0.32,0.75,2,170,10,540,2021
LAKE,GUJARAT,18,29,3,4.4,6.8,8.4,358,835,1,2.1,0.32,0.6,3,6,6,27,2021
LAKE,GUJARAT,24,29,6.4,6.8,7.3,8.6,299,1012,2,2.4,0.16,0.43,2,21,2,49,2021
LAKE,GUJARAT,24,32,4.2,9.2,8.3,9.1,2669,3850,3,27,0.3,0.72,12,540,63,920,2021
LAKE,GUJARAT,26,30,0.3,7.5,8.3,9.0,1838,6138,10,59,0.16,1.1,94,920,280,1600,2021
LAKE,GUJARAT,20,30,6.2,7.6,7.5,8.3,383,773,1,1.1,0.01,0.42,2,6,2,33,2021
LAKE,GUJARAT,26,30,5,8.4,7.8,8.8,1290,11480,1.8,24,0.32,0.76,33,540,120,920,2021
LAKE,GUJARAT,23,29,3.5,6.5,7.2,8.3,314,1020,2.2,2.9,0.33,0.35,2,49,17,130,2021
LAKE,GUJARAT,26,32,4.9,7.3,7.6,8.5,800,1136,1.6,4.1,0.32,0.45,46,350,170,540,2021
LAKE,GUJARAT,26,28,3.5,5.5,7.3,8.5,430,779,1.8,4.1,0.3,0.91,130,350,240,540,2021
POND,GUJARAT,28,31,7,7.8,7.5,8.4,369,564,1,1.9,0.3,0.57,2,17,10,120,2021
POND,GUJARAT,20,30,5.4,8.2,7.3,8.4,413,1038,1,2.5,0.04,0.32,2,110,27,280,2021
TANK,GUJARAT,22,35,2.6,7.7,7.1,8.5,440,1360,8,29,0.32,1.04,6,540,50,920,2021
LAKE,HARYANA,20.4,32,6.5,7.2,7,7.9,860,1360,4,9,0.8,3.2,6600,39000,32000,110000,2021
LAKE,"HIMACHAL 
PRADESH",14,23,8.4,9.7,7.2,8.0,187,380,1,1,0.32,2.14,94,540,280,1600,2021
LAKE,"HIMACHAL 
PRADESH",4,17,5.7,7.1,6.1,7.7,62,113,1,2,0.3,1.9,2,2,31,84,2021
LAKE,"HIMACHAL 
PRADESH",13,26,6,9.2,7.1,8.2,109,225,1,1,0.3,1.2,2,2,25,63,2021
LAKE,"HIMACHAL 
PRADESH",10,22,6.5,8.9,7.3,8.5,372,625,1,2,0.32,0.82,26,46,130,350,2021
LAKE,"HIMACHAL 
PRADESH",11,27,5.3,9.8,6.9,8.3,58,746,1,5,0.41,1.74,110,920,920,1600,2021
LAKE,"JAMMU & 
KASHMIR",15,26,6.2,6.6,7.9,8.6,168,236,3.1,4.1,0.03,0.04,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",9.2,26.1,3.6,7.1,7.3,7.7,225,479,1.5,2.8,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",8.3,26.3,0.5,3.6,7.2,7.4,300,725,3.3,8.7,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",7.1,26.4,1.4,5.6,7.2,7.4,274,552,2.4,5.3,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",7.3,24,3.5,7.2,7.3,7.8,217,2889,1.2,2.8,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",8.9,25.8,0.7,2.6,7.1,7.4,274,676,3.5,7.6,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13,25.8,4.3,9,7.3,8.1,179,217,2,4.4,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",14,28.2,0.5,4.5,7.1,7.7,264,350,5.4,13.6,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13.5,28,0.7,5,7.1,7.7,273,310,4.4,10.5,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",11.2,25.5,3.4,7.5,7.2,7.9,166,2110,2.1,2.9,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",11.3,28,3.3,7.5,7,8.3,161,206,2,3.7,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",11.7,27.3,4.7,7.6,7.1,7.9,170,200,2.7,3.3,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",14,27.8,4,9,7.5,8.2,161,430,2.3,6.4,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13,26.4,6,9.5,7.5,8.1,101,237,1.3,3.4,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13.5,27.4,2.8,8.3,7.4,8.5,183,420,1,8.5,0.02,0.02,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13.8,28,4.5,9.8,7.5,8.3,206,311,2.2,5.6,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13.5,27,5.8,9.2,7.7,8.5,202,227,2,4,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13,27.6,6.4,9.8,7.9,8.2,160,195,2,3.8,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",13.8,26.1,6.4,9.8,7.4,8.5,142,268,1.5,2.9,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",11.7,28,5.7,9.3,7.4,7.8,165,202,2.3,4.6,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",12.2,27.5,4.8,8.9,7.6,8.3,188,267,2,6.3,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",14,24,5.9,7.9,7.5,8.1,192,239,1,1,0.02,0.02,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",15,26,6.1,6.5,8.1,8.6,170,240,3.4,16.4,0.04,0.04,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",9.4,27,2.5,7.5,7.3,7.6,197,291,2,5.1,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",10,21,1.6,8.1,7.1,7.5,90,487,1.3,5.6,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",6.1,24,3,7.9,7.2,7.9,70,165,1,4.6,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",6,24.1,4.2,6.8,7.1,7.6,194,260,1.3,2.7,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",8.6,26,4.4,8.5,7.1,8.0,161,249,1.5,2.7,-,-,-,-,-,-,2021
LAKE,"JAMMU & 
KASHMIR",8.5,28.4,2.4,8.7,7.1,7.7,188,268,1.8,5.7,-,-,-,-,-,-,2021
LAKE,JHARKHAND,20,32,7,8,7.2,7.7,168,243,1,1.6,-,-,-,-,-,-,2021
LAKE,JHARKHAND,19.5,20,7.4,7.6,7.5,7.5,-,-,2.4,2.5,-,-,-,-,-,-,2021
POND,JHARKHAND,17,31,3.6,8,7.6,8.2,296,350,2.1,2.6,-,-,-,-,-,-,2021
POND,JHARKHAND,20,23,2,4.9,7.3,7.4,-,-,3.9,12.8,-,-,-,-,-,-,2021
POND,JHARKHAND,19,23,4,4.2,7.3,7.4,-,-,4.6,4.8,-,-,-,-,-,-,2021
POND,JHARKHAND,17,32,6.2,7.6,7.6,8.2,310,332,1.5,2.6,-,-,-,-,-,-,2021
LAKE,KARNATAKA,25,25,0.3,7.2,6.5,8.1,226,1399,3,42,0.7,3,4600,940000,35000,5400000,2021
LAKE,KARNATAKA,25,25,1.9,7,6.5,7.7,324,1268,4,22,1.5,5.7,3300,150000,24000,1600000,2021
LAKE,KARNATAKA,25,25,4.2,6.6,6.6,7.6,449,963,3,8,0.3,2.6,2300,1100000,24000,3500000,2021
LAKE,KARNATAKA,25,25,0.3,6.2,6.3,7.2,358,1637,4,29,0.3,2.2,3400,700000,24000,5400000,2021
LAKE,KARNATAKA,25,25,4.6,6.8,6.8,7.9,706,985,3.7,7,1.4,3.29,490,15000,5400,160000,2021
LAKE,KARNATAKA,25,25,4.4,6.5,6.5,8.1,209,1194,4,9,0.7,3.2,3300,140000,24000,540000,2021
LAKE,KARNATAKA,25,25,3.2,6.8,7.1,8.5,706,949,4,17,0.4,6.49,3300,150000,24000,1600000,2021
LAKE,KARNATAKA,25,25,0.3,2.8,6.5,6.9,1035,1187,18,87,1.1,5,2300,1200000000,24000,9200000000,2021
LAKE,KARNATAKA,24,29,0.3,10.9,7.6,9.0,708,1528,1,38,0.32,6,920,1840,1600,3200,2021
LAKE,KARNATAKA,25,25,5.7,6.9,6.5,7.2,141,312,3,5,0.4,11.5,1200,15000,16000,160000,2021
LAKE,KARNATAKA,25,25,4,7,6.5,7.4,297,1326,3,11,0.6,2.3,3300,940000,24000,5400000,2021
LAKE,KARNATAKA,25,25,1,7,6.5,7.7,225,1871,4,22,0.36,3,3300,1100000,24000,9200000,2021
LAKE,KARNATAKA,25,25.1,4.8,7.4,6.5,7.8,208,521,2,10,0.3,2.2,23,46000,24000,350000,2021
LAKE,KARNATAKA,25,25,2.1,4.8,6.5,8.5,671,1238,6,36,1.5,3.6,4000,79000,24000,540000,2021
LAKE,KARNATAKA,21,26,0.3,3.6,7.1,8.5,725,1168,8,14,2.1,4.9,2100,3300,7000,12000,2021
LAKE,KARNATAKA,21,25,2.1,6.6,6.5,7.6,425,1336,3,30,1.1,9.4,4000,14000,24000,160000,2021
LAKE,KARNATAKA,25,25,3.4,6.6,6.1,8.0,185,1114,3,8,0.3,9.79,4000,120000,24000,1600000,2021
LAKE,KARNATAKA,25,25,0.3,5.1,6.3,7.4,974,1737,9,375,1.2,8,3300,2300000000,24000,2400000000,2021
LAKE,KARNATAKA,25,25,0.3,6,6,7.5,359,3010,5,203,0.7,13,4600,94000000,35000,540000000,2021
LAKE,KARNATAKA,25,25,4,6.2,6.5,7.6,325,1769,4,15,0.5,4.5,2300,94000,24000,540000,2021
LAKE,KARNATAKA,25,25,2,7.1,6.4,8.4,221,1453,4,42,0.6,3.6,2300,46000,24000,350000,2021
LAKE,KARNATAKA,25,26,2.1,6.8,6.1,7.1,240,2720,3,34,0.3,8.8,4000,120000,24000,920000,2021
LAKE,KARNATAKA,25,25,4.8,6.4,6.5,7.7,247,371,3,11,0.4,0.8,1500,15000,16000,160000,2021
LAKE,KARNATAKA,25,25,1.2,5.9,6.5,8.4,812,1282,4,30,0.8,5.3,3300,23000,24000,240000,2021
LAKE,KARNATAKA,22,29,5.2,5.8,7.5,8.5,386,655,3.5,4.8,1.8,6,240,790,2200,3800,2021
LAKE,KARNATAKA,19,25,4.4,6.3,7.5,9.0,986,1549,3.5,7.4,2.3,8.1,910,2600,5800,7000,2021
LAKE,KARNATAKA,25,25,3.2,6.9,6.4,7.4,303,974,3,16,0.9,4,4000,480000,35000,3500000,2021
LAKE,KARNATAKA,25,25.1,0.3,6,6.5,7.0,550,1576,5,78,0.7,4.5,3300,700000,24000,3500000,2021
LAKE,KARNATAKA,25,25,3.1,7.2,6.9,7.9,217,1466,3,10,1,5.2,3300,17000,24000,160000,2021
LAKE,KARNATAKA,25,25,2,6.4,6.5,7.4,206,738,4,16,0.5,3.4,4600,330000,35000,2400000,2021
LAKE,KARNATAKA,25,25,1,6.3,6.5,7.4,521,1017,3,35,1,4.2,2300,63000,24000,540000,2021
LAKE,KARNATAKA,25,25,2.8,6.1,6.5,8.2,447,1323,3,13,1.27,4.7,2300,700000,24000,16000000,2021
LAKE,KARNATAKA,25,25,0.3,5.5,6.3,7.6,286,2280,6,124,0.6,19,3300,480000,24000,3500000,2021
LAKE,KARNATAKA,25,25,0.3,7.2,6.6,7.7,629,1449,3,27,0.93,6,2200,1700000,24000,16000000,2021
LAKE,KARNATAKA,25,25,4.1,7.2,6.5,8.4,424,1304,3,12,1,5.3,3300,23000,24000,240000,2021
LAKE,KARNATAKA,25,25,2.3,6.8,6.5,7.5,180,2116,3,12,0.3,4,4900,130000,24000,1600000,2021
LAKE,KARNATAKA,25,25,0.3,6.1,6.5,7.4,827,2860,3,80,1.7,7.03,4800,48000000,35000,350000000,2021
LAKE,KARNATAKA,25,25,4.6,7.1,6.7,7.0,210,853,4,6,1,5,4600,46000,35000,350000,2021
LAKE,KARNATAKA,25,25,4.3,6.8,6.5,8.5,299,787,3,14,0.88,2.3,2300,140000,24000,1600000,2021
LAKE,KARNATAKA,21,33,4.6,10,7,8.8,332,692,1.3,6.4,0.3,4.7,920,920,1600,1600,2021
LAKE,KARNATAKA,25,25,2.7,6.9,6.5,8.0,488,1253,3,20,0.3,6.8,2300,46000,24000,350000,2021
LAKE,KARNATAKA,25,25,3,6.2,6.6,7.6,369,1345,4,34,0.5,4,2700,14000,24000,160000,2021
LAKE,KARNATAKA,25,25.1,0.3,6.5,6.5,8.3,313,3370,5,54,0.3,8.09,2600,330000,24000,2400000,2021
LAKE,KARNATAKA,21,25,5,6.8,7.1,9.0,495,770,2.7,4.4,1,3.1,830,1400,4600,6300,2021
LAKE,KARNATAKA,25,25,3,6.1,6.8,7.8,725,1299,4,17,0.81,15,460,94000,3500,540000,2021
LAKE,KARNATAKA,20,26,4.6,6,7.3,8.8,564,850,3.5,5.2,1.5,3.1,780,1700,5800,8400,2021
LAKE,KARNATAKA,25,25,0.3,6.4,6.3,7.6,385,4200,3,145,0.6,11,3300,1200000,24000,9200000,2021
LAKE,KARNATAKA,25,25,1.2,5.4,6.8,8.2,647,2009,4,78,1.1,6,3300,63000,24000,540000,2021
LAKE,KARNATAKA,24,25,3.6,6.5,6.5,6.7,374,820,3,10,1.2,3,3900,7000,24000,54000,2021
LAKE,KARNATAKA,25,25,4.1,6.2,6.9,8.0,543,1021,3,10,0.3,7.75,3300,130000,24000,920000,2021
LAKE,KARNATAKA,25,25,1.1,7.1,6.5,7.8,304,821,3,34,0.44,3.2,3400,7000000,24000,92000000,2021
LAKE,KARNATAKA,24,26,6.5,6.8,7.4,8.0,810,1070,3.4,3.9,0.92,1.22,26,52,109,165,2021
LAKE,KARNATAKA,25,25,0.8,6.3,6.5,7.6,422,2120,4,46,1.22,7.6,4600,34000,35000,240000,2021
LAKE,KARNATAKA,25,25,1.8,6.5,6.5,8.0,207,1297,5,38,0.3,7.9,2300,1100000,24000,9200000,2021
LAKE,KARNATAKA,25,25,0.3,6.8,6.5,8.2,346,741,4,32,0.5,2.8,330,63000,9200,540000,2021
LAKE,KARNATAKA,25,25,3,6.3,6.6,7.7,459,1173,3,22,1.1,2.57,3300,94000,24000,540000,2021
LAKE,KARNATAKA,25,25,4.7,6,6.9,7.8,290,1233,3,11,1.1,3,4000,9400,35000,54000,2021
LAKE,KARNATAKA,25,25,3.1,6.7,6.6,8.5,413,1236,4,23,0.47,4.6,3300,150000,24000,1600000,2021
LAKE,KARNATAKA,25,25,0.3,4.2,6.6,7.4,1023,1480,9,93,0.9,6,3300,1700000,35000,9200000,2021
LAKE,KARNATAKA,24,25,1.5,7,6.5,8.3,552,1027,4,35,1.4,10,3300,15000,24000,160000,2021
LAKE,KARNATAKA,25,25,4.9,7.1,6.9,8.2,415,783,3,9,0.3,5,3300,120000,24000,920000,2021
LAKE,KARNATAKA,25,25,0.3,5.9,7.1,8.7,512,3860,4,50,2.09,11,3300,63000,24000,540000,2021
LAKE,KARNATAKA,20,34,4.3,6.6,6.9,8.9,583,1028,3,6,1.8,3.6,700,2200,4700,7000,2021
LAKE,KARNATAKA,25,25,0.3,5.2,6.5,7.2,886,1374,5,47,0.3,5.9,4800,790000,35000,5400000,2021
LAKE,KARNATAKA,25,25,1.1,7,6.5,7.6,562,1367,4,36,0.5,6,4300,130000,35000,1600000,2021
LAKE,KARNATAKA,25,25,2.8,6.9,6.6,7.6,216,1323,3.4,21,0.5,3.4,2300,140000,24000,920000,2021
LAKE,KARNATAKA,25,25.1,4.2,7.2,7,7.7,239,532,2,6,0.6,2.1,2300,110000,24000,920000,2021
LAKE,KARNATAKA,25,25,4.2,6.8,6.5,8.5,444,1320,3,9,0.5,3,2300,120000,24000,1600000,2021
LAKE,KARNATAKA,25,25,0.3,4.8,6.7,8.1,1109,1593,7,81,0.4,3,9400,13000,54000,160000,2021
LAKE,KARNATAKA,25,25,2,6.3,6.5,7.7,369,1561,3,15,0.58,25,3400,630000,24000,5400000,2021
LAKE,KARNATAKA,25,25,1.8,7,6.6,8.8,254,551,3,42,0.3,2.01,4000,700000,24000,3500000,2021
LAKE,KARNATAKA,25,25,2,6.8,6.8,8.5,253,570,3,38,0.67,2,2300,490000,24000,2400000,2021
LAKE,KARNATAKA,25,26,0.3,4.8,6.5,7.7,798,1347,6,60,1,19,11000,1500000000,160000,1600000000,2021
LAKE,KARNATAKA,24,25,0.3,6.9,6.6,8.4,496,889,4,62,0.3,13.4,3300,150000,24000,1600000,2021
LAKE,KARNATAKA,25,25,4.1,7.1,6.5,8.2,201,334,3,18,0.6,2.4,4600,46000,24000,920000,2021
LAKE,KARNATAKA,21,33,1,3.9,7,8.5,742,1252,1.4,14,2.5,7.5,1300,4900,7900,14000,2021
TANK,KARNATAKA,23,32,3.1,7.2,8,8.3,654,1980,4,132,0.3,1.4,-,-,-,-,2021
TANK,KARNATAKA,25,25,4,6.4,6.5,8.4,421,1223,4,8.5,0.9,5,6300,11000000,54000,92000000,2021
TANK,KARNATAKA,25,25,4.2,6.9,6.5,7.3,89,678,3,16,0.3,2,3300,49000,35000,240000,2021
TANK,KARNATAKA,25,25,0.3,7.3,6.6,8.0,414,3020,2,69,0.72,11.1,3300,15000,24000,160000,2021
TANK,KARNATAKA,21,33,0.3,8,6.6,9.5,293,584,3.7,57,0.32,5.46,1480,1840,3200,3200,2021
TANK,KARNATAKA,25,25,4,7,6.5,8.1,173,493,3,8,0.3,1.53,4100,46000,24000,540000,2021
TANK,KARNATAKA,21,27,3,4.3,7.3,7.9,980,1930,3.8,6.4,0.7,1.3,130,930,1100,4900,2021
TANK,KARNATAKA,21,27,5.4,6.7,7.4,7.9,290,450,2,2.4,0.3,0.3,110,140,920,1200,2021
TANK,KARNATAKA,25,25,3,6.9,6.5,7.6,196,1268,5,18,0.4,3.23,6300,33000,54000,240000,2021
TANK,KARNATAKA,25,25,5.9,5.9,7.7,7.7,500,500,2,2,0.3,0.3,330,330,2200,2200,2021
TANK,KARNATAKA,25,25,0.5,7,6.6,7.9,304,1079,3,24,0.73,2.7,3300,70000,24000,1600000,2021
TANK,KARNATAKA,25,25,4.1,6.5,6.4,7.5,426,1444,3,10,0.7,8,2700,110000,24000,920000,2021
TANK,KARNATAKA,26,32,0.5,7.3,7.1,7.8,260,890,3,12,0.3,6.87,-,-,-,-,2021
TANK,KARNATAKA,25,25,1,6.2,6.7,7.4,740,1870,4,46,2,78,3300,110000,35000,920000,2021
TANK,KARNATAKA,25,25,2.2,6.1,6.8,7.7,821,1413,4,27,0.81,6.1,3300,120000,24000,920000,2021
TANK,KARNATAKA,25,25.1,3.2,6.2,6.5,7.7,274,1223,3,14,0.94,4.3,4800,150000,35000,1600000,2021
TANK,KARNATAKA,25,25,0.3,5,6.7,7.4,1099,2309,6,42,1,27,2300,460000,24000,3500000,2021
TANK,KARNATAKA,25,26,2.9,6.8,6.1,7.4,194,1120,2,14,0.51,2.5,3300,40000,13000,350000,2021
TANK,KARNATAKA,25,25,3,7.3,6.5,7.6,271,2540,3,17,0.3,6.6,4700,94000,35000,920000,2021
TANK,KARNATAKA,25,25,0.3,6.3,6.5,7.4,237,1145,3.8,39,0.7,5.2,2300,120000,24000,920000,2021
TANK,KARNATAKA,25,26,4.8,7.2,6.5,7.3,155,406,3,6,0.3,1,2300,15000,24000,160000,2021
TANK,KARNATAKA,25,25,3.3,6.1,6.5,7.8,574,2730,4,10,1.1,4.5,3300,49000,35000,240000,2021
TANK,KARNATAKA,25,25,4,6.8,6.3,7.9,236,775,2,9,0.6,3,3300,14000,24000,160000,2021
TANK,KARNATAKA,21,25,4.6,6,7.6,8.3,460,1180,2,3.2,0.3,0.4,140,320,1100,2100,2021
TANK,KARNATAKA,20,28,5.6,7.3,7.4,7.9,330,470,2,2.2,0.3,0.3,92,220,920,1400,2021
TANK,KARNATAKA,22,27,4.2,5.7,7.5,7.8,390,500,2.2,2.6,0.3,0.3,210,340,1700,2200,2021
TANK,KARNATAKA,24,26,4.5,5.5,7.4,7.9,739,889,9,24,1.22,1.67,63,175,279,561,2021
TANK,KARNATAKA,25,25,0.3,6.3,6.2,7.4,321,1566,4,30,0.3,6.3,3400,46000,24000,350000,2021
